name,code,sectors,products
노드메이슨,317860,기타 화학제품 제조업,헉슬리/Huxley 화장품(스킨케어 스페셜/스킨케어베이직)
노브메타파마,229500,자연과학 및 공학 연구개발업,대사질환 신약 개발 및 건강기능식픔
다이노나,086080,자연과학 및 공학 연구개발업,항체치료제
대주이엔티,114920,1차 철강 제조업,"이중보온관, 엘리베이터 가이드 레일"
듀켐바이오,176750,의약품 제조업,"방사성의약품, 의료기기, 장비, 암진단의약품 도매, 무역 장비 임대 암진단의약품 등 제조"
디피코,163430,"건축기술, 엔지니어링 및 관련 기술 서비스업","자동차 엔지니어링 서비스, 의료용 전동스쿠터 등"
래몽래인,200350,"영화, 비디오물, 방송프로그램 제작 및 배급업",TV드라마제작
로보쓰리,238500,"그외 기타 전문, 과학 및 기술 서비스업","모듈, 퍼스널 모빌리티기기"
미애부,225850,생활용품 도매업,"친환경, 무합성 발효화장품"
바이오시네틱스,281310,자연과학 및 공학 연구개발업,"나노의약품 및 소재, 약물전달시스템(DDS)"
바이옵트로,222160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB 전기 검사기, Screw 자동 체결기"
비플라이소프트,148780,소프트웨어 개발 및 공급업,"아이서퍼, e-NIE, 파오인 등"
썬테크,217320,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","자기진단형 발전기, 영구자석 회전자 발전기"
앙츠,267810,컴퓨터 및 통신장비 수리업,기술서비스
에이치엔에스하이텍,044990,전자부품 제조업,"이방성전도필름, 수정진동자"
오션스톤,329020,음·식료품 및 담배 도매업,"간고등어 제품, 냉동수산물 유통"
이노벡스,279060,전자부품 제조업,"TAS(지하철터널내영상광고장치), WING TV(회전식 LED바를 이용한 영상광고장치)"
테크엔,308700,전구 및 조명장치 제조업,LED조명장치
테크트랜스,258050,기타 금속 가공제품 제조업,비철금속표면처리장비 및 솔루션
티케이씨,191600,전자부품 제조업,
틸론,217880,소프트웨어 개발 및 공급업,"Cloud Solution (D,A,E,Rstation)"
휴럼,284420,기타 식품 제조업,"건강기능식품, 유산균 관련 제품"
AJ네트웍스,095570,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)"
CJ,001040,기타 금융업,지주회사
CJ제일제당,097950,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매"
DRB동일,004840,기타 금융업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매"
HDC아이콘트롤스,039570,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC"
KPX케미칼,025000,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매"
KTis,058860,기타 정보 서비스업,"114전화번호안내, 고객센터"
LG상사,001120,상품 중개업,"전자,기계,화공,유류.금속,의류 수출입,도소매"
MH에탄올,023150,알코올음료 제조업,"주정,탄산가스 제조"
SBS,034120,텔레비전 방송업,"TV,라디오방송,광고"
SBS미디어홀딩스,101060,텔레비전 방송업,지주회사
SK텔레콤,017670,전기 통신업,"이동전화,무선호출서비스,부가통신"
강원랜드,035250,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영"
교보증권,030610,금융 지원 서비스업,"유가증권 매매,중개,대리,인수"
국제약품,002720,의약품 제조업,"항생제,안약,제약 제조,도매"
금양,001570,기초 화학물질 제조업,"발포제,사카린,OPTSA,베나졸,TCA 제조"
금호에이치티,214330,자동차 신품 부품 제조업,자동차용 전구 및 LED모듈
남해화학,025860,"비료, 농약 및 살균, 살충제 제조업","비료(요소,복합비료),공업제품원료 제조,도매"
넥센타이어,002350,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조"
녹십자홀딩스,005250,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조"
농심홀딩스,072710,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스"
다스코,058730,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업"
대림건설,001880,건물 건설업,"도로건설공사,토목공사,건축공사,조경공사/부동산 임대,매매"
대웅제약,069620,의약품 제조업,"양약,의료기기 제조/화장품,의약부의품 도소매/부동산 임대"
대한유화,006650,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,나프타분해유분,올레핀류,혼합C4류,분해가솔린 제조"
더존비즈온,012510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",응용 소프트웨어 개발 및 공급업
덕성,004830,플라스틱제품 제조업,"플라스틱레쟈,합성수지,합성피혁 제조,도매"
동방아그로,007590,"비료, 농약 및 살균, 살충제 제조업","농약(잡초발생전 토양처리형 밭잡초약,부메랑,주움,그라목손) 제조,도매"
동서,026960,음·식료품 및 담배 도매업,"식품 유통, 다류 및 연포장재 제조 등"
동성코퍼레이션,102260,회사 본부 및 경영 컨설팅 서비스업,
동양,001520,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘/건설공사/산업용 송풍기
동양생명,082640,보험업,생명보험
동원산업,006040,어로 어업,"원양어업,수산물가공(참치캔,맛김,어묵,맛살),도소매/음료사업(상쾌한아침)"
두산퓨얼셀,336260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지
드림텍,192650,전자부품 제조업,"모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등"
디아이,003160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업"
디와이,013570,기타 금융업,"자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조"
롯데정밀화학,004000,기초 화학물질 제조업,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조"
롯데정보통신,286940,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","SM, SI"
맥쿼리인프라,088980,신탁업 및 집합투자업,증권투자회사
메타랩스,090370,봉제의복 제조업,"여성용 의류(캐쥬얼티셔츠,바지) 제조"
명문제약,017180,의약품 제조업,"의약품(ROBAXIN 주사,KIMITE패취) 제조,판매"
모토닉,009680,자동차 신품 부품 제조업,"자동차용 기화기(캬브레타,다이캐스트,연료펌프) 제조,판매"
미원화학,134380,기타 화학제품 제조업,"계면활성제, 황산및분황"
범양건영,002410,건물 건설업,"토목공사,주택건설,건축공사,난방공사,전기공사,포장공사"
베트남개발1,096300,신탁업 및 집합투자업,투자신탁
빙그레,005180,낙농제품 및 식용빙과류 제조업,"아이스크림,우유,스낵,유산균(욥닥터캡슐) 제조"
삼성에스디에스,018260,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT서비스, 물류BPO"
삼성중공업,010140,선박 및 보트 건조업,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업"
삼성증권,016360,금융 지원 서비스업,"유가증권의 매매,위탁매매,인수주선"
삼성카드,029780,기타 금융업,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매"
삼양통상,002170,"가죽, 가방 및 유사제품 제조업","피혁원단,혁제운동화,혁제장갑,혁제스포츠용품 제조,상품중개,무역"
삼영무역,002810,기타 전문 도매업,"화공약품, 안경렌즈"
삼정펄프,009770,"펄프, 종이 및 판지 제조업","지류화장지,안면용,위생용 티슈 제조,판매"
샘표식품,248170,기타 식품 제조업,간장
서연이화,200880,자동차 신품 부품 제조업,자동차 도어 트림 및 시트
성보화학,003080,"비료, 농약 및 살균, 살충제 제조업","완제농약(해비치과립,카스텔란),원제농약(슈퍼유나니,다이아톤) 제조,도매"
세아제강,306200,1차 철강 제조업,강관
센트랄모텍,308170,자동차 신품 부품 제조업,"이너레이스, 오디 클러치보스, 로터샤프트, 슬리브기어, 컨트롤 암, 엑슬"
송원산업,004430,기타 화학제품 제조업,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조"
신성이엔지,011930,반도체 제조업,"태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비"
신세계인터내셔날,031430,"섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매"
신세계푸드,031440,음식점업,"단체급식, 식자재유통, 외식"
신화실업,001770,1차 철강 제조업,"석도강판,표면처리강판 제조,임가공,판매"
쌍용자동차,003620,자동차용 엔진 및 자동차 제조업,"자동차,자동차부품,차륜,정비 제조/도소매"
아세아시멘트,183190,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 몰탈"
애경산업,018250,기타 화학제품 제조업,"Age 20's,루나, 트리오, 2080치약, 순샘, 제트 등"
에넥스,011090,가구 제조업,"씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매"
엔에이치엔,181710,소프트웨어 개발 및 공급업,한게임
유니켐,011330,"가죽, 가방 및 유사제품 제조업","피혁 제조,도매,무역,부동산임대"
유화증권,003460,금융 지원 서비스업,증권업
이구산업,025820,1차 비철금속 제조업,"동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대"
이월드,084680,유원지 및 기타 오락관련 서비스업,"놀이시설 운영,입장료,식음료 소매,부동산 임대"
이지스밸류플러스리츠,334890,부동산 임대 및 공급업,"부동산투자, 취득, 매매, 임대"
일성신약,003120,의약품 제조업,"의약품(항생제,화학료법제,항바이러스,근이완제,영양액륜) 제조,판매"
제이에스코퍼레이션,194370,"가죽, 가방 및 유사제품 제조업",핸드백 및 지갑
조비,001550,"비료, 농약 및 살균, 살충제 제조업","복합비료(연초용,수도용,시판용,특수작물용),양액재배용 비료,완효성 비료,부직포 제조,무역"
조선선재,120030,기타 금속 가공제품 제조업,용접재료
종근당바이오,063160,의약품 제조업,"의약품,원료의약품 제조"
진양화학,051630,플라스틱제품 제조업,"레쟈,바닥재 제조"
청호컴넷,012600,일반 목적용 기계 제조업,"금융단말기(현금자동입출금기,온라인단말기),통신기기 제조,판매"
케이탑리츠,145270,부동산 임대 및 공급업,부동산 임대
코스모신소재,005070,기타 화학제품 제조업,"이차전지양극활물질,기능성필름"
코웨이,021240,그외 기타 개인 서비스업,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)"
쿠쿠홈시스,284740,개인 및 가정용품 임대업,"정수기, 공기청정기 등"
키위미디어그룹,012170,"영화, 비디오물, 방송프로그램 제작 및 배급업",석탄(점결탄) 판매
태평양물산,007980,봉제의복 제조업,"봉제의류(자켓,파카,코트),침구 제조,우모가공,생활용품 도소매,무역"
테이팩스,055490,플라스틱제품 제조업,"OCA, 2차전지용 테이프, 산업용 랩 등"
텔코웨어,078000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(핵심망솔루션,무선데이터솔루션,요소기술) 개발,유지보수,무역"
팜스코,036580,"곡물가공품, 전분 및 전분제품 제조업","배합사료 제조,도매"
퍼시스,016800,가구 제조업,"사무용 가구,의자,책상,캐비넷 제조"
포스코케미칼,003670,"내화, 비내화 요업제품 제조업","내화물, 생석회, 음극재 및 양극재"
풍산홀딩스,005810,기타 금융업,"동판제,대,관,봉,선,소전,동파이프 제조,도매,무역"
하이스틸,071090,1차 철강 제조업,"강관 제조,도매"
한국석유공업,004090,기타 비금속 광물제품 제조업,"석유류제품(솔벤트,부로운아스팔트,방수시트몰터프라스,메타놀,빙초산) 제조,도소매/부동산 임대"
한국수출포장공업,002200,"골판지, 종이 상자 및 종이용기 제조업","골판지상자,골판지원지 제조,판매"
한국자산신탁,123890,신탁업 및 집합투자업,"부동산 신탁 서비스, REITs"
한국주강,025890,특수 목적용 기계 제조업,"주강,주물 제조,도매"
한국콜마홀딩스,024720,기타 금융업,"화장품,의약부외품의 주문자표시 제조,도매"
한샘,009240,생활용품 도매업,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매"
한솔홀딩스,004150,기타 금융업,"지주회사,경영자문컨설팅"
한신기계공업,011700,일반 목적용 기계 제조업,"공기압축기,공구류 제조,판매/오파"
한화에어로스페이스,012450,"항공기,우주선 및 부품 제조업","항공기엔진,특수방산장비 제조/정비사업"
현대자동차,005380,자동차용 엔진 및 자동차 제조업,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업"
효성 ITX,094280,기타 사업지원 서비스업,"컨택센터서비스, Cloud솔루션, CDN, 프로젝터판매"
휴니드테크놀러지스,005870,통신 및 방송 장비 제조업,"무선통신기기,군납용무전기,위성방송수신기 제조"
DB금융스팩7호,322780,금융 지원 서비스업,기타 금융서비스
IBKS제10호스팩,299170,금융 지원 서비스업,기업인수합병
JTC,950170,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)"
KCC건설,021320,건물 건설업,"토목 건축공사, 분양공사"
KCI,036670,기타 화학제품 제조업,"폴리머,레진,계면활성제"
KG ETS,151860,폐기물 처리업,"집단에너지(스팀), 산화동, 폐기물 소각"
KMH,122450,텔레비전 방송업,방송채널사업 및 방송송출서비스
NEW,160550,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 투자 및 배급
SBI핀테크솔루션즈,950110,소프트웨어 개발 및 공급업,전자결제대행 및 핀테크 비스
SGA솔루션즈,184230,소프트웨어 개발 및 공급업,보안솔루션
SM Life Design,063440,기록매체 복제업,"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제"
W홀딩컴퍼니,052300,기타 운송관련 서비스업,운송
교보9호스팩,331520,금융 지원 서비스업,기업인수합병
나노신소재,121600,기타 화학제품 제조업,"인듐계 산화물 TCO Target, 반도체 CMP Slurry 등"
나인테크,267320,특수 목적용 기계 제조업,이차전지 제조 장비
넥슨지티,041140,소프트웨어 개발 및 공급업,게임소프트웨어개발 공급
노터스,278650,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가
녹원씨엔아이,065560,인쇄 및 인쇄관련 산업,산업용필터
누리플랜,069140,"구조용 금속제품, 탱크 및 증기발생기 제조업","경관조명, 경관시설"
뉴프라이드,900100,자동차 부품 및 내장품 판매업,인터모달 신생 및 재생타이어
다산네트웍스,039560,통신 및 방송 장비 제조업,네트워크 통신장비
다원시스,068240,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기"
대원산업,005710,자동차 신품 부품 제조업,자동차시트
대유,290380,"비료, 농약 및 살균, 살충제 제조업","4종복합비료, 농약"
덕신하우징,090410,"구조용 금속제품, 탱크 및 증기발생기 제조업",일체형 데크플레이트 등
데일리블록체인,139050,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","용역서비스(ITS,BIS,ATMS,BRT)"
덴티스,261200,의료용 기기 제조업,기업 인수합병
동일기연,032960,전자부품 제조업,EMI
듀오백,073190,가구 제조업,사무용 및 가정용 의자
드림씨아이에스,223250,자연과학 및 공학 연구개발업,시판후조사대행(rPMS)
디지아이,043360,컴퓨터 및 주변장치 제조업,"잉크젯 플로터, 커팅 플로터"
디지털대성,068930,일반 교습 학원,대성N스쿨 (교육 프랜차이즈)
디티앤씨,187220,기타 과학기술 서비스업,전기전자규격 인증서비스
램테크놀러지,171010,기초 화학물질 제조업,"AMOLED 마스크 세정액, 반도체 식각액, 반도체 박리액"
레고켐바이오,141080,자연과학 및 공학 연구개발업,신약후보물질 발굴을 통한 License-Out
레드로버,060300,"영화, 비디오물, 방송프로그램 제작 및 배급업","콘텐츠제작, 4D 시네마 시스템 및 영상관 구축, 3D융합, 3D HW, 3D SW, VR"
로고스바이오,238120,사진장비 및 광학기기 제조업,"자동세포카운팅시스템, 생체조직투명화시스템, 디지털세포이미징시스템"
로보스타,090360,특수 목적용 기계 제조업,"제조용 로봇, FPD 장비, IT부품 제조장비"
리드코프,012700,기타 전문 도매업,화공약품운반
마크로밀엠브레인,169330,시장조사 및 여론조사업,온라인 및 오프라인 리서치
메디포스트,078160,기초 의약물질 및 생물학적 제제 제조업,제대혈은행
바이오니아,064550,의료용품 및 기타 의약 관련제품 제조업,"합성유전자,시약및유전자분석장비"
베뉴지,019010,종합 소매업,"백화점, 할인점"
베셀,177350,특수 목적용 기계 제조업,디스플레이 제조장비
보라티알,250000,음·식료품 및 담배 도매업,"유가공품, 소스류, 파스타류"
부방,014470,기타 금융업,"수정진동자, 수정발진기, 전기보온밥솥 등"
브리지텍,064480,소프트웨어 개발 및 공급업,"컨택센터솔루션,BcN솔루션,ASP서비스사업"
비디아이,148140,일반 목적용 기계 제조업,"탈황설비, 전기집진기, 회처리 및 회정제설비"
삼진엘앤디,054090,그외 기타 제품 제조업,"몰드프레임, TFT-LCD BLU"
삼천리자전거,024950,생활용품 도매업,자전거
삼현철강,017480,1차 철강 제조업,"후판,열연후판,산세판박,무늬강판,용단철강,형강외"
상아프론테크,089980,플라스틱제품 제조업,"LCD 부품, 사무기기 부품, PCB 부품, 2차전지 부품"
서산,079650,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관"
서진오토모티브,122690,자동차 신품 부품 제조업,"Clutch,Flywheel,Driveplate,Bearing,ATparts"
성우테크론,045300,전자부품 제조업,"리드프레임가공, 반도체 장비"
세운메디칼,100700,의료용품 및 기타 의약 관련제품 제조업,"의료용구(체액배출기,도뇨관) 제조,도매,수출입"
세원,234100,자동차 신품 부품 제조업,자동차 공조장치 부품
세종텔레콤,036630,전기 통신업,WLL/GPS/위성DMB/VoIP 단말기
소프트캠프,258790,소프트웨어 개발 및 공급업,기업인수 및 합병
솔고바이오,043100,의료용 기기 제조업,"가정용 온열치료기,의료기구"
솔본,035610,회사 본부 및 경영 컨설팅 서비스업,인터넷전화 서비스 및 00770 국제전화서비스
수산아이앤티,050960,소프트웨어 개발 및 공급업,"공유단말접속관리서비스, 보안솔루션 등"
슈피겐코리아,192440,그외 기타 제품 제조업,"핸드폰 케이스, 액정보호필름"
스맥,099440,특수 목적용 기계 제조업,공작기계 및 산업용로봇제조
시공테크,020710,전문디자인업,"박물관, 전시관, 엑스포, 특수영상"
시그네틱스,033170,반도체 제조업,반도체 패키징
신도기연,290520,특수 목적용 기계 제조업,"OLED용 후공정장비(라미네이터, 오토클레이브 등)"
신신제약,002800,의약품 제조업,파스류 (신신파스 아렉스 등)
신테카바이오,226330,소프트웨어 개발 및 공급업,유전체 빅데이터 기반의 AI신약개발 및 정밀의료서비스
신한제5호스팩,323230,금융 지원 서비스업,
실리콘웍스,108320,반도체 제조업,"LDI, T-Con, PMIC, EPD-IC 등"
쎄노텍,222420,기타 비금속 광물제품 제조업,세라믹 비드
쎄미시스코,136510,특수 목적용 기계 제조업,"EGIS(유리기판 검사장비), Smart-EPD 및 Smart-HMS(플라즈마 검사장비)"
쎄트렉아이,099320,"항공기,우주선 및 부품 제조업","소형인공위성,지상시스템"
씨엠에스에듀,225330,일반 교습 학원,융합사고력 프로그램
씨큐브,101240,기초 화학물질 제조업,진주광택안료
아리온,058220,통신 및 방송 장비 제조업,디지털셋톱박스
아비코전자,036010,전자부품 제조업,"전자저항기, 전자인덕터"
아이엠이연이,090740,전자부품 제조업,"LCD,PDP및단말기용PBA"
아진산업,013310,자동차 신품 부품 제조업,자동차 차체 부품
아프리카TV,067160,소프트웨어 개발 및 공급업,미디어플랫폼
알티캐스트,085810,소프트웨어 개발 및 공급업,"디지털 방송용 소프트웨어(셋톱박스용 미들웨어 등), CAS(수신제한시스템)"
애니젠,196300,기초 의약물질 및 생물학적 제제 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약
액션스퀘어,205500,소프트웨어 개발 및 공급업,모바일게임
앤디포스,238090,플라스틱제품 제조업,"TSP용 양면 테이프, 윈도우 필름"
에스앤더블류,103230,일반 목적용 기계 제조업,"디젤엔진부품, 산업부품, 단조품"
에스에프에이,056190,특수 목적용 기계 제조업,"반도체, Display 제조설비 및 공장자동화기기"
에스트래픽,234300,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","교통관련 솔루션 개발, 시스템통합 S/W 개발"
에스퓨얼셀,288620,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건물용 연료전지, 발전용 연료전지"
에이디칩스,054630,그외 기타 제품 제조업,비메모리 반도체칩
에이비엘바이오,298380,기초 의약물질 및 생물학적 제제 제조업,항체의약품 연구개발
에이스침대,003800,가구 제조업,침대
에이스토리,241840,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작
에이치시티,072990,기타 과학기술 서비스업,기술검사서비스
에이텍티앤,224110,통신 및 방송 장비 제조업,교통카드단말기
엑셈,205100,소프트웨어 개발 및 공급업,"DB, E2E 성능관리 SW"
엔브이에이치코리아,067570,자동차 신품 부품 제조업,"헤드라이너, NVH부품"
엔텔스,069410,소프트웨어 개발 및 공급업,운용지원솔루션
엘디티,096870,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC"
엘아이에스,138690,특수 목적용 기계 제조업,"LGP Engraving M/C, Cell Sealing M/C"
엘컴텍,037950,전자부품 제조업,"BLU(Back Light Unit), CCM(Compact Camera Module), Display용 EL"
예스티,122640,특수 목적용 기계 제조업,반도체 및 디스플레이 제조 장비
오스테오닉,226400,의료용 기기 제조업,골접합 및 재건용 금속소재 및 생분해성 복합소재 기반 임플란트
오텍,067170,자동차 재제조 부품 제조업,"냉동 및 내장탑차, 앰블란스"
원익머트리얼즈,104830,기초 화학물질 제조업,"저메인가스,디실란,아산화질소,암모니아 등"
원익홀딩스,030530,기타 금융업,가스캐비닛
원풍,008370,플라스틱제품 제조업,플라스틱 필름
웹젠,069080,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)'
위닉스,044340,가정용 기기 제조업,일반목적용 기계제조업
위메이드,112040,소프트웨어 개발 및 공급업,미르의전설2
유비벨록스,089850,소프트웨어 개발 및 공급업,"모바일플랫폼 및 모바일솔루션, 스마트카드 등"
유비쿼스,264450,통신 및 방송 장비 제조업,"스위치, FTTH"
유안타제4호스팩,313750,금융 지원 서비스업,기업인수합병
유진테크,084370,특수 목적용 기계 제조업,실리콘질화막증착용LP-CVD
이건홀딩스,039020,제재 및 목재 가공업,창호
이노와이어리스,073490,통신 및 방송 장비 제조업,통신용 시험 및 계측장비
이녹스첨단소재,272290,전자부품 제조업,"FPCB소재, 반도체 및 디스플레이 소재"
이랜텍,054210,전자부품 제조업,Battery Pack
이미지스,115610,반도체 제조업,"터치스크린칩, 햅틱칩"
이수앱지스,086890,의료용품 및 기타 의약 관련제품 제조업,"항체치료제,효소치료제"
인성정보,033230,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",넷트워크 관련 장비 및 솔루션
인탑스,049070,통신 및 방송 장비 제조업,휴대전화기용부품
인터파크,035080,무점포 소매업,지주회사
재영솔루텍,049630,사진장비 및 광학기기 제조업,플라스틱 사출금형
정다운,208140,"도축, 육류 가공 및 저장 처리업",기업 인수 및 합병
제낙스,065620,1차 철강 제조업,"2차전지,금속섬유,스테인레스 와이어"
제이티,089790,특수 목적용 기계 제조업,반도체장비(Burn-in Sorter 등)
지티지웰니스,219750,의료용 기기 제조업,의료기기 및 미용기기
진바이오텍,086060,동물용 사료 및 조제식품 제조업,"펩소이젠(식물성단백질),바이오스타치(가공전분),나투포멘(친환경생균제),락토케어(항생제대체형미생물제제)등"
진성티이씨,036890,특수 목적용 기계 제조업,트랙롤라. 플로팅 씰
카이노스메드,284620,자연과학 및 공학 연구개발업,기업인수합병
캐리소프트,317530,"영화, 비디오물, 방송프로그램 제작 및 배급업","영상 콘텐츠(30.05%), 공연(29.76%), 키즈카페(17.38%), 커머스(12.77%), 라이선스 및 기타(10.04%)"
캔서롭,180400,기타 과학기술 서비스업,BAC DNA CHIP
캠시스,050110,전자부품 제조업,"IN-LINE SYSTEM,CSP HANDLER,TRIM/FORM SYSTEM"
케이비제18호스팩,323940,금융 지원 서비스업,금융지원서비스
케이피에프,024880,기타 금속 가공제품 제조업,볼트류
코나아이,052400,소프트웨어 개발 및 공급업,"전자화폐, 단말기, 수집/정산시스템"
코드네이처,078940,전기 및 통신 공사업,전기공사업
코디엠,224060,특수 목적용 기계 제조업,"반도체 및 평판디스플레이 제조용 장비(IRIS, LOZIX, HP/CP)"
코리아에셋투자증권,190650,기타 금융업,"IB금융자문, 채권인수 및 매매, 투자중개, 펀드운용 등"
코미코,183300,특수 목적용 기계 제조업,반도체 부품 세정 및 코팅
코썬바이오,204990,기타 식품 제조업,"건강식품, 수소수기 등"
코이즈,121850,플라스틱제품 제조업,"보호필름, 도광판, 백코팅"
키이스트,054780,"영화, 비디오물, 방송프로그램 제작 및 배급업",멀티미디어 SI
탑엔지니어링,065130,특수 목적용 기계 제조업,LCD Cell Line 자동화 장치
태웅로직스,124560,기타 운송관련 서비스업,"3자물류주선 (복합운송, 프로젝트운송, CIS운송 등)"
텔콘RF제약,200230,통신 및 방송 장비 제조업,"RF 통신부품(케이블 어셈블리, 커넥터 등)"
토비스,051360,영상 및 음향기기 제조업,Gaming모니터
티라유텍,322180,소프트웨어 개발 및 공급업,스마트팩토리 솔루션
티씨케이,064760,기타 비금속 광물제품 제조업,반도체 제조공정용 고순도 흑연제품
파라다이스,034230,유원지 및 기타 오락관련 서비스업,카지노
파버나인,177830,전자부품 제조업,"알루미늄 소재 TV 외관재(프레임, 스탠드)"
파워넷,037030,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전력변환장치
팍스넷,038160,기타 정보 서비스업,"금융솔루션, 증권정보, 광고"
프로텍,053610,특수 목적용 기계 제조업,"Dispenser, Tray Feeder, 공압실린더"
피에스케이,319660,특수 목적용 기계 제조업,"드라이 스트립, 드라이 클리닝"
픽셀플러스,087600,전자부품 제조업,CMOS 이미지센서 및 칩셋
필옵틱스,161580,특수 목적용 기계 제조업,레이저응용장비 및 노광기
하나금융14호스팩,332710,금융 지원 서비스업,기업인수합병
한국제7호스팩,291210,금융 지원 서비스업,기업인수합병
한국캐피탈,023760,기타 금융업,리스수수료
한일네트웍스,046110,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스ASP
헬릭스미스,084990,자연과학 및 공학 연구개발업,"기술이전수입,연구용시료"
휴온스글로벌,084110,의약품 제조업,"비만치료제,국소마취제등"
희림,037440,"건축기술, 엔지니어링 및 관련 기술 서비스업",설계 및 감리용역
단디바이오,343090,의료용품 및 기타 의약 관련제품 제조업,"패혈증 치료제, 면역항암제 전달기술 등"
럭스피아,092590,반도체 제조업,"LED 패키지, LED 모듈"
무진메디,322970,자연과학 및 공학 연구개발업,나노-유전자 편집 기술 기반 대장암·탈모 등 치료제
바이오프로테크,199290,의료용 기기 제조업,심전도 측정용 전극 등
시큐센,232830,소프트웨어 개발 및 공급업,"모바일보안 및 보안 SI서비스, 생체인식기반의 바이오인증"
씨앤에스링크,245450,통신 및 방송 장비 제조업,"내비게이션, LTE Router, 블랙박스"
엄지하우스,224810,실내건축 및 건축마무리 공사업,"실내건축업, 분양공사 및 디자인 설계"
에스앤디,260970,기타 식품 제조업,그릴치킨농축액 외
에스제이켐,217910,기초 화학물질 제조업,"수처리응집제, 폴리프로필렌"
엠에프엠코리아,251960,편조의복 제조업,"남녀 및 유아용의 외의, 내의 및 기타 의복"
유엑스엔,337840,의료용 기기 제조업,"혈당센서, 혈당측정기"
이십일스토어,270020,기타 비금속 광물제품 제조업,"규석, 골재, 석재(조경석)"
이엔드디,101360,기타 화학제품 제조업,"매연저감장치, 촉매"
이엠티,232530,일차전지 및 축전지 제조업,이차전지 양극재용 전구체
