name,code,sectors,products
대한화섬,003830,화학섬유 제조업,"화학섬유원사(FY,PTY,S.FIBER)제조"
동남합성,023450,기초 화학물질 제조업,"계면활성제,정밀화학품 제조,도매/부동산 임대"
동방,004140,기타 운송관련 서비스업,"육상운송,해상운송,항만화물하역,보관,창고,물류사업"
동아타이어,282690,고무제품 제조업,타이어 및 튜브
동양피스톤,092780,자동차용 엔진 및 자동차 제조업,자동차엔진용 피스톤
동원시스템즈,014820,플라스틱제품 제조업,포장용 플라스틱제품 제조 외
두산밥캣,241560,특수 목적용 기계 제조업,"Compact Equipment, Heavy Equipment, Portable Power"
디와이파워,210540,특수 목적용 기계 제조업,유공압기기 등
롯데리츠,330590,부동산 임대 및 공급업,부동산투자
메리츠금융지주,138040,기타 금융업,투자사업
무림P&P,009580,"펄프, 종이 및 판지 제조업","표백화학펄프(B.K.P) 제조,목재가공,조림사업"
미원상사,002840,기타 화학제품 제조업,"계면활성제,분황,황산,도료첨가제,프라스틱첨가제 제조"
방림,003610,직물직조 및 직물제품 제조업,"P/C혼방직물,면방적,각종사류,직물류 제조,도소매"
보령제약,003850,의약품 제조업,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조"
사조오양,006090,수산물 가공 및 저장 처리업,"원양어업/수산물가공(게맛살) 제조,수출입/냉동 및 냉장보관/부동산 임대"
삼아알미늄,006110,1차 비철금속 제조업,"알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출"
삼양사,145990,기타 식품 제조업,설탕
삼호개발,010960,기반조성 및 시설물 축조관련 전문공사업,"토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대"
삼화전자공업,011230,영상 및 음향기기 제조업,"전자부품(페라이트 코어,SMPS,편향요크(DY),고압변성기(FBT)용코어) 제조,판매"
삼화페인트공업,000390,기타 화학제품 제조업,"건축용페인트,공업용페인트,분체도료 등 제조"
새론오토모티브,075180,자동차 신품 부품 제조업,"자동차부품(브레이크패드,라이닝)"
성문전자,014910,전자부품 제조업,"콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매"
세아베스틸,001430,1차 철강 제조업,"특수강,철도용품,자동차부품 제조,수출입"
세아제강지주,003030,기타 금융업,경영컨설팅업
쌍방울,102280,봉제의복 제조업,
쌍용양회공업,003410,"시멘트, 석회, 플라스터 및 그 제품 제조업",시멘트(크링카)
씨에스윈드,112610,"구조용 금속제품, 탱크 및 증기발생기 제조업",풍력발전타워 제조
아남전자,008700,영상 및 음향기기 제조업,"칼라TV,오디오,비디오 제조,도매"
아세아제지,002310,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,석고보드원지,크라프트원지,라이나원지,라이너지 제조,판매"
애경유화,161000,기초 화학물질 제조업,오르토프탈산디옥틸
에쓰씨엔지니어링,023960,토목 건설업,"기술용역(건축설계) 서비스/화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매"
에어부산,298690,항공 여객 운송업,항공 여객 및 화물 운송
엔케이물산,009810,기타 전문 도매업,유연성 산업용 포장재(FIBC) 제조 판매
영원무역,111770,상품 종합 도매업,스포츠의류
영흥,012160,1차 철강 제조업,와이어로프 등
오리엔트바이오,002630,의약품 제조업,의약품 제조
오리온홀딩스,001800,기타 금융업,자회사 관리 지주사업 등
용평리조트,070960,일반 및 생활 숙박시설 운영업,"리조트 운영, 콘도 분양"
웅진,016880,기타 금융업,"교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업"
원림,005820,직물직조 및 직물제품 제조업,"고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자"
유니퀘스트,077500,기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조"
이엔플러스,074610,일반 목적용 기계 제조업,소방자동차 제조
일동제약,249420,의약품 제조업,"아로나민, 후루마린, 큐란, 라비에트, 사미온 등"
일신석재,007110,"건축자재, 철물 및 난방장치 도매업","건축석 제조,도소매/석공예,석공사"
일양약품,007570,의약품 제조업,"일반의약품(원비디,영비천,아진탈,디세텔,노루모산),항암제(베타-이뮤난),전문의약품 제조,판매,수출입"
주연테크,044380,컴퓨터 및 주변장치 제조업,"각종컴퓨터,주변기기 제조/소프트웨어 개발"
지코,010580,자동차 신품 부품 제조업,"자동차부품(워터펌프,오일펌프,엔진헤드(GV6),프론트케이스) 제조"
진양산업,003780,플라스틱제품 제조업,"합성수지,폴리우레탄스폰지 제조,도매,수출입"
케이비아이동국실업,001620,자동차 신품 부품 제조업,"자동차부품(에어닥트,글로벌박스,노즐,어셈블리류,핸들류) 제조,판매/공장 임대"
케이씨,029460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",가스/Chemical 공급 장치 등 제조 및 판매
케이티스카이라이프,053210,텔레비전 방송업,위성방송서비스
코오롱,002020,기타 금융업,지주회사
키움증권,039490,금융 지원 서비스업,"유가증권의 매매, 위탁, 인수, 주선"
티웨이홀딩스,004870,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,콘크리트파일,완구 제조/미니어쳐테마파크 운영"
파미셀,005690,기초 의약물질 및 생물학적 제제 제조업,"줄기세포치료제,화장품"
평화홀딩스,010770,자동차 신품 부품 제조업,지주회사
풀무원,017810,기타 식품 제조업,"두부류,생면류,나물류,냉동류,조미류,김치류,묵류,녹즙,과채음료,건강보조식품 판매,제조,생식품 수출"
하이트진로홀딩스,000140,기타 금융업,지주회사
한국단자공업,025540,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)"
한국조선해양,009540,선박 및 보트 건조업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템"
한국카본,017960,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매"
한농화성,011500,기타 화학제품 제조업,"계면활성제,글리콜에테르 제조,판매"
한신공영,004960,건물 건설업,"토목공사,건축공사,주택건설,유통업(백화점),문화교실,주차장"
한익스프레스,014130,도로 화물 운송업,"특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매"
한전기술,052690,"건축기술, 엔지니어링 및 관련 기술 서비스업",원자력발전소 설계 등
한화투자증권,003530,금융 지원 서비스업,"유가증권 위탁매매,자기매매,인수주선"
현대글로비스,086280,기타 운송관련 서비스업,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대"
형지엘리트,093240,봉제의복 제조업,"학생복,스포츠의류,작업복 제조,도매"
화승알앤에이,013520,자동차 신품 부품 제조업,"자동차용 고무제품(제조저압호스,고압호스,산업용고무호스,,WEATHER STIRP,고무판,콘베어벨트) 제조,판매,수출입"
효성티앤씨,298020,화학섬유 제조업,"섬유, 산업자재, 화학, 중공업, 건설, 무역,금융 등"
GRT,900290,기타 금융업,"광학필름, 포장필름"
GV,045890,전구 및 조명장치 제조업,"CNC전용장비,LightPanel"
HB테크놀러지,078150,특수 목적용 기계 제조업,TFT-LCD검사장비
IBKS제12호스팩,335870,금융 지원 서비스업,기타 금융업
ISC,095340,전자부품 제조업,반도체테스트소켓
KD,044180,건물 건설업,몰드베이스(Mold Base)
KG이니시스,035600,소프트웨어 개발 및 공급업,전자지불서비스
MP한강,219550,생활용품 도매업,기업인수합병
NE능률,053290,"서적, 잡지 및 기타 인쇄물 출판업",영어학습교재
NHN한국사이버결제,060250,기타 정보 서비스업,전자결제서비스업
SBI인베스트먼트,019550,신탁업 및 집합투자업,벤처캐피탈
SG,255220,기타 비금속 광물제품 제조업,"아스콘, 레미콘"
고려제약,014570,의약품 제조업,"하벤(종합감기약),뉴로메드(치매치료제)등 70여종"
국일제지,078130,기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)"
금강철강,053260,1차 철강 제조업,"냉연압연강판, 산세코일"
기가레인,049080,특수 목적용 기계 제조업,RF통신부품 및 반도체 장비
나노스,151910,전자부품 제조업,"Blue Filter, IR Filter, Camera Module"
나노캠텍,091970,플라스틱제품 제조업,투명전도성관련제품
나라엠앤디,051490,특수 목적용 기계 제조업,"금형,사출 및 판금부품"
나우IB,293580,기타 금융업,"투자조합, PEF 결성 및 투자"
내츄럴엔도텍,168330,자연과학 및 공학 연구개발업,"백수오 여성호르몬제, 백수오등복합추출물(원료)"
네오펙트,290660,의료용 기기 제조업,라파엘스마트글러브 외
녹십자엠에스,142280,의료용품 및 기타 의약 관련제품 제조업,"혈액백, 진단시약, 혈액투석액"
녹십자웰빙,234690,의약품 제조업,"전문의약품, 건강기능식품"
뉴로스,126870,일반 목적용 기계 제조업,터보블로워
뉴지랩,214870,통신 및 방송 장비 제조업,CCTV 카메라
대동기어,008830,특수 목적용 기계 제조업,"기어, 베벨기어, 축, 엑셀, T/M, 유성감속기, 기타조립품"
대륙제관,004780,기타 금속 가공제품 제조업,휴대용부탄가스 및 금속포장용기
대모,317850,특수 목적용 기계 제조업,"유압브레이커, 특수장비/부품, 퀵커플러 등"
대성엘텍,025440,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..
대성창투,027830,신탁업 및 집합투자업,투자서비스
대양제지,006580,"펄프, 종이 및 판지 제조업",골판지원지
대정화금,120240,기초 화학물질 제조업,"시약, 원료의약품"
대창스틸,140520,1차 철강 제조업,"냉연강판, 이중바닥재"
덕우전자,263600,전자부품 제조업,카메라 모듈 부품
동국S&C,100130,"구조용 금속제품, 탱크 및 증기발생기 제조업",Wind-Tower
동성화인텍,033500,기초 화학물질 제조업,초저온 보냉재
동양에스텍,060380,1차 철강 제조업,"열연박판, 열연후판, 무늬강판"
동양이엔피,079960,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","휴대폰용,OA기기및통신장비용,디지털가전용전원공급장치"
동일철강,023790,1차 철강 제조업,찬넬
드래곤플라이,030350,소프트웨어 개발 및 공급업,온라인게임
디스플레이텍,066670,전자부품 제조업,LCD Module
디에스케이,109740,특수 목적용 기계 제조업,"FPD용 PCB Bonding System, In-line System, Linear Motion System 등"
디오스텍,196450,사진장비 및 광학기기 제조업,휴대폰용카메라렌즈모듈제조
디자인,227100,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",스마트 액세서리(보조배터리 등)
디젠스,113810,자동차 신품 부품 제조업,자동차용 소음기(머플러)
디케이디앤아이,033310,기타 금속 가공제품 제조업,산업용자동제어반기기
러셀,217500,특수 목적용 기계 제조업,반도체장비 리퍼비시
레이,228670,의료용 기기 제조업,"디지털 치료솔루션(CT scan 장비, 3D 프린터), 디지털 진단시스템(X-ray, CT 등)"
매일유업,267980,낙농제품 및 식용빙과류 제조업,"유제품(우유, 분유, 발효유, 치즈, 음료 등)"
맥스로텍,141070,특수 목적용 기계 제조업,갠트리로봇 공장자동화시스템
멀티캠퍼스,067280,기타 교육기관,e-Learning서비스
메디프론,065650,기계장비 및 관련 물품 도매업,음반재킷 제작
명성티엔에스,257370,특수 목적용 기계 제조업,"2차전지 분리막 제조설비, 디스플레이용 생산설비"
모바일어플라이언스,087260,소프트웨어 개발 및 공급업,"블랙박스, 내비게이션, HUD, ADAS"
미투온,201490,소프트웨어 개발 및 공급업,소셜 카지노 게임
바른손,018700,"영화, 비디오물, 방송프로그램 제작 및 배급업",지제품
바이오로그디바이스,208710,전자부품 제조업,모바일용 카메라모듈 부품외
바이오솔루션,086820,기초 의약물질 및 생물학적 제제 제조업,"세포치료제, 인체조직모델 등"
바이오톡스텍,086040,자연과학 및 공학 연구개발업,"안전성평가,유효성평가"
버추얼텍,036620,기타 전문 도매업,"고지유통, ERP시스템 운영"
베스파,299910,소프트웨어 개발 및 공급업,모바일게임
빅솔론,093190,컴퓨터 및 주변장치 제조업,"POS용프린터,프린팅메카니즘"
삼목에스폼,018310,"구조용 금속제품, 탱크 및 증기발생기 제조업","유로폼,갱폼,알루미늄폼,특수폼,유리온실사업"
삼성스팩2호,291230,금융 지원 서비스업,기업인수합병
상상인,038540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",전자계전기(RELAY)
상신전자,263810,전자부품 제조업,"노이즈필터(48.81%), 코일(19.33%), 리액터(10.75%)"
서진시스템,178320,통신 및 방송 장비 제조업,"통신장비부품,휴대폰부품(메탈케이스 등)"
서플러스글로벌,140070,기계장비 및 관련 물품 도매업,"반도체 제조용 장비, 유휴기계설비 도소매"
선익시스템,171090,특수 목적용 기계 제조업,OLED 증착장비
세틀뱅크,234340,기타 정보 서비스업,"가상계좌중계, 간편현금결제"
셀트리온헬스케어,091990,기타 전문 도매업,바이오의약품 마케팅 및 판매
소프트센,032680,기계장비 및 관련 물품 도매업,전산기기 및 정보통신공사
쇼박스,086980,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화투자및배급
스타모빌리티,158310,특수 목적용 기계 제조업,"FPCB 공정 자동화 장비(가이드홀펀처, 비젼프레스, 커버레이가접기 등)"
시스웍,269620,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","클린룸 제어시스템, BLDC모터, 공조장치 제어기 등"
시큐브,131090,소프트웨어 개발 및 공급업,"시스템보안관리솔루션, 정보유출방지솔루션"
신진에스엠,138070,기타 금속 가공제품 제조업,표준 플레이트
심텍홀딩스,036710,통신 및 방송 장비 제조업,반도체용 인쇄회로기판
쎌바이오텍,049960,기초 의약물질 및 생물학적 제제 제조업,유산균 원말 및 완제품
씨티케이코스메틱스,260930,기타 화학제품 제조업,완제 화장품 (색조 및 기초)
아모그린텍,125210,전자부품 제조업,비정질 및 나노결정립을 이용한 자성부품 및 전류센서
아미노로직스,074430,기타 전문 도매업,DVR용 영상처리 칩
아이디스,143160,통신 및 방송 장비 제조업,"영상보안장치(DVR,NVR,IP-Camera 등)"
아이앤씨,052860,반도체 제조업,지상파 DMB용 수신칩(모바일 TV용 SoC)
아이에스이커머스,069920,무점포 소매업,"해외, 국내 상품 소싱 및 판매대행 서비스"
아이엠,101390,전자부품 제조업,휴대폰카메라모듈 등
아이엠텍,226350,전자부품 제조업,휴대폰용 안테나 및 카메라모듈
아진엑스텍,059120,반도체 제조업,"전자집적회로, 모션제어칩"
아톤,158430,소프트웨어 개발 및 공급업,"모바일금융솔루션, mOTP 개발"
알엔투테크놀로지,148250,전자부품 제조업,"이동통신부품(커플러), 의료기기용기판, 파우더"
액토즈소프트,052790,소프트웨어 개발 및 공급업,온라인 게임 및 모바일 게임
앤씨앤,092600,반도체 제조업,영상처리용 시스템반도체
에스엠,041510,오디오물 출판 및 원판 녹음업,"음반(CD,MC),연예 대리"
에스티아이,039440,특수 목적용 기계 제조업,"Chemical 중앙공급시스템(C.C.S.S), 세정·식각시스템"
에이아이비트,039230,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체 검사장비, TFT-LCD 검사장치& 검사장비"
에이치케이,044780,특수 목적용 기계 제조업,레이저가공 절단기
에이텍,045660,컴퓨터 및 주변장치 제조업,"PC,모니터"
에코프로,086520,기타 화학제품 제조업,"환경소재,화학필터,이차전지소재등"
엔지스테크널러지,208860,소프트웨어 개발 및 공급업,"Nav-Link 솔루션, BringGo 어플리케이션 등"
오리엔탈정공,014940,일반 목적용 기계 제조업,"조선해양구조물 및 조선해양기계품 제작,"
오리콤,010470,광고업,광고대행
오스템,031510,자동차 신품 부품 제조업,휠
우리기술,032820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","시스템사업, 정보통신사업"
우리기술투자,041190,기타 금융업,창업자에 대한 투자 및 융자
우리로,046970,기타 전문 도매업,"광분배기(웨이퍼, 칩, 모듈), 광다이오드"
우정바이오,215380,자연과학 및 공학 연구개발업,기업인수합병
월덱스,101160,전자부품 제조업,반도체용링및전극
웹스,196700,합성고무 및 플라스틱 물질 제조업,"기능성 컴파운드, 건축외장자재"
윙입푸드,900340,기타 금융업,육가공 제품
유니셈,036200,특수 목적용 기계 제조업,반도체장비(DryGasScrubber)
유니트론텍,142210,자동차 부품 및 내장품 판매업,"메모리, 비메모리반도체"
유진기업,023410,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘
유진로봇,056080,특수 목적용 기계 제조업,"청소로봇, 완구류외"
율호,072770,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",무선인터넷플랫폼
이라이콤,041520,상품 중개업,TFT-LCD용 Back Light Unit
이베스트투자증권,078020,금융 지원 서비스업,유가증권위탁매매
이스트아시아홀딩스,900110,기타 금융업,"스포츠화, 스포츠의류"
이엑스티,226360,토목 건설업,기업인수합병
이엔에프테크놀로지,102710,기타 화학제품 제조업,LCD/반도체용 케미칼
이원컴포텍,088290,자동차 신품 부품 제조업,에어서스펜션 시트/일반고정형 시트/스프링서스펜션 시트
이크레더블,092130,기타 정보 서비스업,"전자신용인증서비스(정보),소프트웨어 개발"
이화전기,024810,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",무정전전원장치
인트론바이오,048530,기초 의약물질 및 생물학적 제제 제조업,"바이오신약, 핵산검사제, 동물용 항생제 대체재"
인프라웨어,041020,소프트웨어 개발 및 공급업,임베디드브라우저(WAP브라우저)
일진파워,094820,전기 및 통신 공사업,"열교환기,압력용기"
제노포커스,187420,기초 의약물질 및 생물학적 제제 제조업,산업용 효소
제룡산업,147830,"구조용 금속제품, 탱크 및 증기발생기 제조업",송배전 금구류 및 합성수지 제품
제이에스티나,026040,귀금속 및 장신용품 제조업,"주얼리,가죽제품,손목시계"
젠큐릭스,229000,의료용품 및 기타 의약 관련제품 제조업,유방암 예후진단 및 폐암/대장암 동반진단 제품/검사서비스
조이시티,067000,소프트웨어 개발 및 공급업,온라인게임(프리스타일농구)
중앙에너비스,000440,기타 전문 도매업,석유류도소매
지엘팜텍,204840,자연과학 및 공학 연구개발업,의약품 연구개발업
진매트릭스,109820,자연과학 및 공학 연구개발업,"B형간염치료제 내성진단,C형간염바이러스 유전형진단, 자궁경부암유발바이러스 유전형진단"
창해에탄올,004650,알코올음료 제조업,"주정(발효주정, 정제주정) 등"
청담러닝,096240,일반 교습 학원,청담어학원
컬러레이,900310,기타 금융업,화장품용 진주광택안료
케어랩스,263700,소프트웨어 개발 및 공급업,"헬스케어 미디어플랫폼, 헬스케어 디지털마케팅, 헬스케어 솔루션"
케이엔제이,272110,특수 목적용 기계 제조업,"Edge Grinder, CVD-SiC Ring"
케이엠,083550,기타 섬유제품 제조업,클린룸용Wiper
케이엠제약,225430,기타 화학제품 제조업,금융지원 서비스
케이프,064820,선박 및 보트 건조업,선박엔진용실린더라이너
켐트로닉스,089010,기타 화학제품 제조업,"Touch IC 및 PBA, TG, EMC"
켐트로스,220260,기타 화학제품 제조업,기타 화학제품 제조업
코닉글로리,094860,소프트웨어 개발 및 공급업,네트워크장비공급및인터넷트래픽솔루션
코다코,046070,자동차 신품 부품 제조업,"Oil Pump, Throttle Body"
코리아에프티,123410,자동차 신품 부품 제조업,"캐니스터,플라스틱필러넥,의장부품"
코센,009730,1차 철강 제조업,"스테인리스파이프, 선박용배관제작"
큐로홀딩스,051780,"영화, 비디오물, 방송프로그램 제작 및 배급업","DTIS, Probe Card, H.F PCB"
태광,023160,1차 철강 제조업,"각종 배관자재, 관이음쇠류 제조 및 판매,발전기부품 및 판매업,반도체장비 제조업 및 무역도매"
티피씨글로벌,130740,자동차 신품 부품 제조업,"정밀인발강관, 정밀강관, Water pipe, Filler Neck 등"
파크시스템스,140860,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",연구용 및 산업용 원자현미경
파트론,091700,전자부품 제조업,이동통신안테나및유전체필터류등
팬젠,222110,의약품 제조업,"바이오시밀러 의약품 개발, 바이오의약품 개발 기술이전 서비스 등"
포스코엠텍,009520,1차 철강 제조업,철강포장용역 및 Al탈산제 생산
포인트엔지니어링,256630,기타 금속 가공제품 제조업,디스플레이 및 반도체 장비 부품
포티스,141020,무점포 소매업,셋톱박스
퓨쳐스트림네트웍스,214270,소프트웨어 개발 및 공급업,기업인수합병
피앤씨테크,237750,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",배전자동화단말장치
피앤이솔루션,131390,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2차전지 공정용 장비, 산업용 정류기"
필로시스헬스케어,057880,"섬유, 의복, 신발 및 가죽제품 소매업",셋톱박스(디지털위성방송수신기)
하나머스트제6호스팩,307160,금융 지원 서비스업,기업인수합병
하림지주,003380,기타 금융업,지주사업
하이제5호스팩,340120,금융 지원 서비스업,기업인수합병
하이텍팜,106190,기타 전문 도매업,주사제용 무균 원료의약품(Sterile Imipenem 외)
한국가구,004590,생활용품 도매업,소파
한국정밀기계,101680,특수 목적용 기계 제조업,"금속절삭가공기계(수치제어식 수평보링머신,오면가공기,수직선반,플로우보링머신),산업기계(전용기,공작기계부품) 제조,판매"
한빛소프트,047080,소프트웨어 개발 및 공급업,"게임(스타크래프트 등), 교육, 솔루션"
한송네오텍,226440,특수 목적용 기계 제조업,OLED FMM 인장기
현대통신,039010,통신 및 방송 장비 제조업,홈오토메이션 제조
화일약품,061250,의약품 제조업,의약품 원료
휘닉스소재,050090,전자부품 제조업,"Metal Paste, Solder Ball"
휴림로봇,090710,특수 목적용 기계 제조업,제조업용로봇및서비스로봇
대동고려삼,178600,기타 식품 제조업,"인삼식품(홍삼진액, 홍삼정)"
더콘텐츠온,302920,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화제작, 투자, 배급 및 영화디지털배급"
도부마스크,227420,기타 전문 도매업,1) 마스크 도소매업 2) 모바일 사업 및 R&D
볼빅,206950,운동 및 경기용구 제조업,골프공
뿌리깊은나무들,266170,"영화, 비디오물, 방송프로그램 제작 및 배급업",TV 드라마 등
스템랩,258540,자연과학 및 공학 연구개발업,"줄기세포치료제, 화장품, 전자의료기기 등"
아이피몬스터,223220,소프트웨어 개발 및 공급업,모바일 컨텐츠 개발 및 유통
안지오랩,251280,자연과학 및 공학 연구개발업,신약개발 및 체지방 감소 건강기능식품
에스엔피제네틱스,086460,자연과학 및 공학 연구개발업,유전체 분석 서비스
에이비온,203400,자연과학 및 공학 연구개발업,신약개발
에이펙스인텍,207490,전구 및 조명장치 제조업,LED조명장치 등
엔솔바이오사이언스,140610,자연과학 및 공학 연구개발업,"퇴행성디스크 치료제, 골관절염 치료제, 동물용 골관절염 치료제"
엔에스컴퍼니,224760,토목 건설업,"산업플랜트 건설 및 경상정비, 자동차부품제조판매"
옐로페이,179720,소프트웨어 개발 및 공급업,전자지급결제 서비스
이비테크,208850,기타 전기장비 제조업,전자가속기 제조 및 전자선조사서비스
인터코스,240340,기타 화학제품 제조업,"스킨로션, 기능성제품류, 헤어제품류, 의약외품 등(화장품 ODM)"
크로넥스,215570,자연과학 및 공학 연구개발업,CRO 및 생물종(미니피그)
티씨엠생명과학,228180,자연과학 및 공학 연구개발업,체외진단서비스 개발및 의료기기 제조판매
파마리서치바이오,217950,의약품 제조업,"메디컬 에스테틱, 생물학적 제재"
판도라티비,202960,소프트웨어 개발 및 공급업,"판도라TV, KM 플레이어"
BYC,001460,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급"
HMM,011200,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운"
JB금융지주,175330,기타 금융업,금융지주 회사
LS네트웍스,000680,상품 종합 도매업,"혁화,의류,등산용품 도매,제조/부동산 임대"
SK,034730,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매"
SK디스커버리,006120,기타 금융업,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,"
SK케미칼,285130,합성고무 및 플라스틱 물질 제조업,"PETG 수지, PET 수지, 바이오디젤, 백신"
강남제비스코,000860,기타 화학제품 제조업,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매"
경동나비엔,009450,가정용 기기 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매"
광명전기,017040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역"
그린케미칼,083420,기타 화학제품 제조업,"비이온계면활성제 제조,도매"
금호석유화학,011780,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매"
깨끗한나라,004540,"펄프, 종이 및 판지 제조업","펄프,판지원지,화장지 제조,수출입"
남광토건,001260,토목 건설업,"토목공사,건축공사,기전공사,측량설계시공,용역/철구조물 제조"
노루홀딩스,000320,기타 금융업,지주사업
대동공업,000490,특수 목적용 기계 제조업,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매"
대상홀딩스,084690,기타 금융업,지주회사
대성에너지,117580,연료용 가스 제조 및 배관공급업,천연가스
대우부품,009320,자동차 신품 부품 제조업,"전해콘덴서,복합부품,전자튜너 제조"
대창단조,015230,자동차 신품 부품 제조업,"자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조"
도화엔지니어링,002150,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링"
동성화학,005190,기초 화학물질 제조업,"화합물,화학제품(폴리우레탄수지,접착제,표면처리제,특수도료,폴리올) 제조"
동아에스티,170900,의약품 제조업,"스티렌, 자이데나"
동아지질,028100,기반조성 및 시설물 축조관련 전문공사업,"보링그라우팅공사,토공사,철근콘크리트공사,상하수도공사,비계구조물해체공사,수중공사/지질조사,시공감리"
동양물산기업,002900,특수 목적용 기계 제조업,"농기계,연초용필터,금속제양식기,철강압연 제조,도매,수출입/신문서적 수출입,판매"
동일고무벨트,163560,고무제품 제조업,"산업용고무제품, 종합고무부품"
동일산업,004890,1차 철강 제조업,"봉강,합금철,철근,마봉강,냉간압조용선재,주조,지선,주강,다이아몬드공구 제조,도매"
동일제강,002690,1차 철강 제조업,"PC강연선, 경강선, 도금선, 마봉강"
두올,016740,자동차 신품 부품 제조업,시트 커버 및 시트 원단
롯데푸드,002270,낙농제품 및 식용빙과류 제조업,"빙과,유지,식품 제조"
롯데하이마트,071840,가전제품 및 정보통신장비 소매업,"가전제품,잡화 도소매/부동산 임대"
모나리자,012690,기타 종이 및 판지 제품 제조업,"화장지,미용티슈 제조,도매"
무림페이퍼,009200,"펄프, 종이 및 판지 제조업","지류,아트지,백상지 제조"
미래산업,025560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역"
미래에셋대우,006800,금융 지원 서비스업,"유가증권매매,유가증권위탁매매,유가증권인수"
보해양조,000890,알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매"
삼화콘덴서공업,001820,전자부품 제조업,콘덴서(축전기) 제조
상신브레이크,041650,자동차 신품 부품 제조업,"자동차 브레이크 슈 어셈블리,브레이크패드 제조/군납업,무역/부동산 임대"
